Cod_setor,Situacao_setor,Pessoas residentes,V002,V003,V004,V005,V006
251210105000040,1,967,483,42,11,431,0
251210105000041,1,348,134,10,2,202,0
251210105000042,1,685,337,23,0,325,0
251210105000043,1,981,348,85,22,525,1
251210105000044,1,1031,436,259,49,256,31
251210105000045,1,655,347,69,1,238,0
251210105000046,1,479,280,16,0,183,0
251210115000001,1,161,33,17,15,96,0
251210115000002,8,449,178,15,9,247,0
251210115000003,8,791,423,4,5,359,0
251210115000005,8,173,64,10,1,98,0
251210115000006,8,246,117,25,0,104,0
251210115000007,8,300,194,0,1,105,0
251220005000001,1,886,332,80,7,467,0
251220005000002,1,883,262,21,14,586,0
251220005000003,1,675,250,46,29,350,0
251220005000004,8,824,255,41,0,528,0
251220005000005,8,586,165,26,8,387,0
251230905000001,1,359,140,11,17,190,1
251230905000002,1,520,187,12,9,312,0
251230905000003,1,623,285,9,1,328,0
251230905000004,1,883,343,20,7,513,0
251230905000005,1,970,459,47,15,449,0
251230905000006,1,973,532,8,2,431,0
251230905000007,1,462,175,35,12,238,2
251230905000008,1,556,175,10,0,371,0
251230905000009,1,815,215,30,10,560,0
251230905000010,1,918,313,107,43,455,0
251230905000011,8,554,222,64,20,248,0
251230905000012,8,141,44,5,5,87,0
251230905000013,5,640,230,12,29,369,0
251230905000014,8,360,158,0,10,192,0
251230905000015,8,868,357,25,0,486,0
251230905000016,8,384,87,7,16,274,0
251230905000017,8,1182,555,8,6,613,0
251230905000018,8,710,220,37,35,418,0
251230905000019,8,394,43,6,0,345,0
251230905000020,8,475,159,35,41,240,0
251230905000021,1,1475,435,31,4,1005,0
251230905000022,1,573,227,13,13,320,0
251230905000023,1,582,190,14,1,377,0
251230905000024,1,748,222,41,11,474,0
251230905000025,1,956,376,14,10,556,0
251230905000026,1,639,218,34,15,372,0
251230905000027,1,610,210,38,2,360,0
251230905000028,1,823,276,67,12,468,0
251230905000029,1,1043,335,51,0,657,0
251230905000030,5,331,142,4,6,179,0
251230905000031,5,424,160,7,6,251,0
251230905000032,5,292,120,12,1,159,0
251240805000001,1,767,320,16,0,431,0
251240805000002,1,665,331,3,0,331,0
251240805000003,1,814,380,18,0,416,0
251240805000004,1,985,545,38,0,402,0
251240805000005,8,373,164,10,0,199,0
251240805000006,8,268,156,27,0,85,0
251240805000007,4,797,447,61,1,280,8
251240805000008,8,1172,431,33,0,708,0
251240805000009,8,342,112,0,4,226,0
251240805000010,8,430,169,9,9,243,0
251240805000011,4,428,189,1,0,238,0
251240805000012,4,1154,379,24,0,750,1
251240805000013,8,458,233,9,1,215,0
251240805000014,8,792,270,62,4,456,0
251240805000015,8,831,291,26,0,514,0
251240805000016,8,337,169,9,0,159,0
251240805000017,8,756,273,7,8,468,0
251240805000018,8,568,264,11,0,293,0
251240805000019,1,504,262,31,0,211,0
251240805000020,1,482,225,1,0,256,0
251250705000001,1,910,379,21,0,509,1
251250705000002,1,1129,511,63,0,555,0
251250705000003,1,835,49,15,0,771,0
251250705000004,1,1108,367,4,1,736,0
251250705000005,1,873,350,15,6,502,0
251250705000006,1,865,460,68,0,337,0
251250705000007,1,627,373,8,5,241,0
251250705000008,1,1052,428,35,14,575,0
251250705000009,1,734,291,18,17,408,0
251250705000010,1,959,434,61,23,441,0
251250705000011,1,903,395,10,3,495,0
251250705000012,1,1232,717,19,10,486,0
251250705000013,1,830,316,18,0,496,0
251250705000014,1,645,373,1,0,271,0
251250705000015,1,724,329,13,1,381,0
251250705000016,1,841,364,54,31,392,0
251250705000017,8,717,271,4,0,442,0
251250705000018,8,677,357,47,0,273,0
251250705000019,5,1172,552,51,13,556,0
251250705000020,5,208,91,9,0,108,0
251250705000021,8,425,157,13,5,250,0
251250705000022,8,601,235,12,0,354,0
251250705000023,8,569,253,3,2,311,0
251250705000024,8,539,187,11,0,341,0
251250705000025,8,344,161,1,1,181,0
251250705000026,8,132,50,0,1,81,0
251250705000027,8,165,67,12,0,86,0
251250705000028,3,1669,526,33,25,1085,0
251250705000029,3,1286,522,48,1,714,1
251250705000030,3,1098,474,34,0,590,0
251250705000031,3,1214,432,10,2,770,0
251250705000032,5,508,205,5,0,298,0
251250705000033,8,574,123,1,2,448,0
251250705000034,8,427,186,37,6,198,0
251250705000035,8,561,246,10,5,300,0
251250705000036,8,720,270,22,23,405,0
251250705000037,8,579,240,48,20,271,0
251250705000038,5,134,74,6,0,54,0
251250705000039,8,489,231,2,1,255,0
251250705000040,8,444,215,3,2,224,0
251250705000041,8,971,195,44,0,732,0
251250705000042,8,488,221,8,3,255,1
251250705000043,8,125,46,2,0,77,0
251250705000044,8,931,508,14,3,406,0
251250705000045,8,461,240,4,0,217,0
251250705000046,8,291,125,12,0,154,0
251250705000047,8,676,304,68,1,303,0
251250705000048,8,683,303,64,2,313,1
251250705000049,8,606,193,2,1,410,0
251250705000050,8,422,148,6,8,260,0
251250705000051,4,740,263,30,2,445,0
251250705000052,4,565,286,35,6,238,0
251250705000053,4,636,262,7,0,367,0
251250705000054,1,643,153,12,1,477,0
251250705000055,1,548,186,29,13,320,0
251250705000056,1,596,257,2,7,330,0
251250705000057,1,604,236,39,6,323,0
251250705000058,4,299,86,25,0,188,0
251250705000059,5,464,204,24,4,232,0
251250705000060,5,470,194,6,0,270,0
251250705000061,1,311,88,5,0,218,0
251260605000001,1,633,254,52,18,309,0
251260605000002,8,501,164,78,16,243,0
251260605000003,8,565,186,8,10,361,0
251270505000001,1,898,368,22,0,508,0
251270505000002,1,778,290,13,1,474,0
251270505000003,1,723,238,20,8,457,0
251270505000004,1,618,269,33,2,314,0
251270505000005,1,958,328,17,13,600,0
251270505000006,1,693,319,22,1,351,0
251270505000007,1,710,286,51,1,372,0
251270505000008,1,493,207,6,0,280,0
251270505000009,1,871,323,25,3,520,0
251270505000010,8,254,79,8,0,166,1
251270505000011,8,483,136,27,1,319,0
251270505000012,8,550,158,9,0,383,0
251270505000013,8,246,52,5,0,189,0
251270505000014,8,395,136,19,1,239,0
251270505000015,8,198,62,5,7,124,0
251270505000016,8,436,125,1,0,310,0
251270505000017,8,382,52,5,0,325,0
251270505000018,8,449,116,6,0,327,0
251270505000019,8,830,244,27,1,557,1
251270505000020,1,599,270,15,1,313,0
251270505000021,1,619,186,5,0,428,0
251270505000022,1,715,290,34,0,391,0
251270505000023,1,820,254,19,4,543,0
251270505000024,1,976,425,19,1,531,0
251270505000025,1,695,226,16,0,453,0
251270505000026,1,775,322,1,0,452,0
251270505000027,1,1012,379,73,1,559,0
251270505000028,4,405,143,5,0,257,0
251272105000001,1,714,254,22,2,435,1
251272105000002,8,277,141,1,0,135,0
251272105000003,8,169,60,2,0,107,0
251272105000004,8,214,33,8,0,173,0
251272105000005,8,20,4,0,0,16,0
251272105000006,8,849,294,37,0,518,0
251272105000007,8,316,133,2,0,181,0
251272105000008,1,696,338,37,1,320,0
251272105000009,1,738,487,1,0,250,0
251272105000010,8,339,138,10,0,191,0
251272105000011,8,659,209,11,1,438,0
251272105000012,8,267,8,0,0,259,0
251272105000013,5,507,239,6,3,259,0
251274705000001,1,1119,478,28,0,613,0
251274705000002,1,907,4,2,0,901,0
251274705000003,8,329,34,3,0,292,0
251274705000004,8,642,117,147,0,378,0
251274705000005,5,269,9,0,0,260,0
251275405000001,1,629,272,16,3,338,0
251275405000002,1,903,305,37,8,549,4
251275405000003,1,1131,431,71,1,628,0
251275405000004,8,478,62,22,0,394,0
251275405000005,8,595,198,38,1,358,0
251275405000006,8,131,59,4,0,68,0
251275405000007,5,397,111,102,2,182,0
251276205000001,1,770,373,32,4,361,0
251276205000002,8,1297,560,18,0,719,0
251276205000003,8,423,206,31,19,167,0
251276205000004,8,643,242,1,0,400,0
251276205000005,5,245,88,19,2,136,0
251276205000006,5,237,103,14,4,116,0
251276205000007,1,517,220,3,0,294,0
251276205000008,8,32,13,0,0,19,0
251278805000001,1,603,258,9,0,336,0
251278805000002,8,536,272,12,8,244,0
251278805000003,1,583,231,7,0,345,0
251280405000001,1,1263,655,35,18,555,0
251280405000002,1,883,450,13,4,416,0
251280405000003,1,976,505,1,0,470,0
251280405000004,8,693,293,22,7,371,0
251280405000005,8,635,415,7,0,213,0
251280405000006,8,332,217,8,0,107,0
251280405000007,8,195,131,1,0,63,0
251280405000008,8,217,150,0,0,67,0
251280405000009,8,776,325,0,0,451,0
251280405000010,8,1135,453,34,1,647,0
251280405000011,8,306,136,20,0,150,0
251280405000012,1,903,493,49,38,323,0
251290305000001,1,981,421,23,18,488,31
251290305000002,1,729,289,25,6,399,10
251290305000003,1,609,259,17,7,323,3
251290305000004,1,948,417,34,3,458,36
251290305000005,1,1073,295,19,1,572,186
251290305000006,1,807,176,16,1,257,357
251290305000007,1,1195,363,47,14,387,384
251290305000008,1,297,74,13,1,162,47
251290305000009,1,873,288,9,10,527,39
251290305000010,1,652,139,2,1,510,0
251290305000011,1,989,339,4,2,638,6
251290305000012,8,8,X,X,X,X,X
251290305000013,5,1067,191,65,3,227,581
251290305000014,8,260,73,5,5,177,0
251290305000015,8,166,25,8,0,133,0
251290305000016,8,251,5,1,0,245,0
251290305000017,8,459,1,0,1,457,0
251290305000018,8,1017,324,47,32,614,0
251290305000019,8,262,92,15,7,126,22
251290305000020,5,708,190,23,31,464,0
251290305000021,5,438,115,22,1,300,0
251290305000022,5,461,115,36,3,305,2
251290305000023,5,513,190,32,19,272,0
251290305000024,8,1,X,X,X,X,X
251290305000025,8,508,164,74,0,259,11
251290305000026,8,4,X,X,X,X,X
251290305000027,8,403,24,67,0,17,295
251290305000029,8,1018,286,153,22,512,45
251290305000031,1,592,313,16,1,247,15
251290305000032,1,931,202,19,0,498,212
251290305000033,1,846,390,37,9,379,31
251290305000034,1,337,160,14,11,134,18
251290305000035,8,272,92,4,0,176,0
251290305000036,5,327,101,10,10,206,0
251290307000001,1,216,17,0,0,199,0
251290307000002,8,31,1,3,0,27,0
251290307000003,8,263,76,20,2,165,0
251290307000004,5,386,126,3,4,253,0
251290307000005,5,231,83,10,4,134,0
251290307000006,5,311,142,9,0,160,0
251290320000001,1,982,371,30,5,543,33
251290320000002,8,554,203,81,16,245,9
251300005000001,1,610,263,44,23,276,4
251300005000002,8,24,3,4,0,17,0
251300005000003,8,845,237,67,25,516,0
251300005000004,8,953,243,91,29,589,1
251300030000001,1,593,189,59,21,324,0
251300030000002,8,271,95,27,8,138,3
251300030000003,8,212,56,13,11,132,0
251310905000001,1,874,345,14,2,513,0
251310905000002,1,290,161,7,0,122,0
251310905000003,1,749,258,29,12,450,0
251310905000004,1,875,420,94,25,336,0
251310905000005,8,615,218,21,1,375,0
251310905000006,8,668,322,80,4,262,0
251310905000007,8,430,156,24,1,249,0
251310905000008,8,906,405,66,0,435,0
251310905000009,8,482,173,16,3,290,0
251310905000010,8,331,90,14,5,222,0
251310905000011,1,933,393,18,2,520,0
251310905000012,5,176,97,0,0,79,0
251310907000001,1,917,343,31,0,543,0
251310907000002,5,277,144,3,0,130,0
251310907000003,8,616,246,64,2,304,0
251310907000004,8,363,137,9,1,216,0
251310907000005,8,210,97,1,1,111,0
251310908000001,1,612,216,50,1,344,1
251310908000002,8,1252,421,2,2,827,0
251310908000003,8,400,151,3,0,246,0
251315805000001,1,959,389,20,2,548,0
251315805000002,8,675,254,14,0,406,1
251315805000003,8,760,285,7,0,468,0
251315805000004,8,539,180,5,4,350,0
251315805000005,8,466,224,7,0,235,0
251315805000006,8,476,243,2,3,228,0
251315805000007,8,1029,464,14,2,548,1
251315805000008,8,539,233,7,0,298,1
251315805000009,1,909,411,1,0,497,0
251315805000010,5,306,128,9,0,169,0
251320805000001,1,950,553,21,0,376,0
251320805000002,1,698,326,32,1,336,3
251320805000003,8,219,72,12,0,135,0
251320805000004,8,518,253,20,2,243,0
251320805000005,8,713,525,23,0,165,0
251320805000006,5,485,237,8,0,240,0
251320805000007,8,140,38,10,0,92,0
251320805000008,5,772,313,26,0,433,0
251320805000009,8,636,599,7,0,30,0
251320805000010,1,579,251,16,0,312,0
251320805000011,1,761,325,13,0,423,0
251330705000001,1,426,127,2,5,292,0
251330705000002,1,706,252,11,0,443,0
251330705000003,1,973,308,13,29,623,0
251330705000004,8,256,67,5,0,184,0
251330705000005,8,526,183,16,2,325,0
251330705000006,8,612,209,17,7,379,0
251330705000007,8,397,185,7,2,203,0
251330705000008,5,319,96,2,1,220,0
251330705000009,8,557,115,5,0,437,0
251330705000010,1,597,260,1,0,336,0
251335605000001,1,1430,541,50,17,822,0
251335605000002,8,405,129,4,2,270,0
251335605000003,8,545,179,26,17,323,0
251335605000004,8,458,107,104,0,247,0
251335605000005,8,388,116,50,9,213,0
251335605000006,8,313,99,13,2,199,0
251340605000001,1,548,398,8,0,142,0
251340605000002,1,735,428,78,7,222,0
251340605000003,1,786,387,33,14,352,0
251340605000004,1,1010,587,35,2,386,0
251340605000005,1,651,454,50,2,145,0
251340605000006,1,503,349,16,0,138,0
251340605000007,1,920,295,98,16,511,0
251340605000008,1,677,255,24,0,398,0
251340605000009,1,646,211,34,5,396,0
251340605000010,1,720,201,100,1,418,0
251340605000012,1,779,335,55,9,380,0
251340605000013,1,601,327,31,12,231,0
251340605000014,1,1201,646,70,22,463,0
251340605000015,8,224,171,8,0,45,0
251340605000016,8,330,80,9,0,241,0
251340605000017,8,258,160,16,0,82,0
251340605000018,8,153,66,26,0,61,0
251340605000019,8,141,77,15,0,49,0
251340605000020,8,104,27,8,0,69,0
251340605000021,8,30,0,3,0,27,0
251340605000022,1,224,135,28,0,61,0
251340605000023,1,744,564,16,1,163,0
251340605000024,1,713,185,100,22,406,0
251340605000025,1,361,139,46,11,164,1
251340605000026,1,640,248,34,3,355,0
251340605000027,1,1020,460,77,18,464,1
251350505000001,1,1016,303,7,4,702,0
251350505000002,1,425,123,13,0,289,0
251350505000003,8,72,16,14,0,42,0
251350505000004,8,417,145,19,1,252,0
251350505000005,8,819,260,43,1,515,0
251350505000006,8,849,150,8,4,687,0
251350505000007,8,245,5,0,0,240,0
251350505000008,8,626,288,15,0,323,0
251350505000009,8,72,19,5,0,48,0
251350505000010,1,790,308,6,0,476,0
251360405000001,1,947,358,78,2,509,0
251360405000002,1,1031,453,49,7,522,0
251360405000003,1,739,404,53,0,282,0
251360405000004,8,173,50,8,6,109,0
251360405000005,8,291,119,0,7,165,0
251360405000006,8,937,407,85,10,435,0
251360405000007,8,561,250,25,3,283,0
251360405000008,5,223,126,0,0,97,0
251360405000009,1,494,207,9,1,277,0
251360420000001,1,525,229,21,17,258,0
251360420000002,8,645,99,13,58,475,0
251360420000003,8,700,66,1,103,530,0
251365305000001,1,840,245,72,21,502,0
251365305000002,5,299,44,27,1,227,0
251365305000003,5,432,111,26,7,288,0
251365305000004,8,453,142,15,1,295,0
251365305000005,8,591,148,27,8,408,0
251370305000001,1,512,219,35,4,254,0
251370305000002,1,676,234,82,13,347,0
251370305000003,1,865,285,120,17,443,0
251370305000004,1,696,220,19,10,447,0
251370305000005,1,855,239,45,8,563,0
251370305000006,1,840,344,65,27,404,0
251370305000007,1,952,268,60,0,624,0
251370305000008,1,726,227,14,3,481,1
251370305000009,1,1281,363,179,47,692,0
251370305000010,1,921,313,141,68,394,5
251370305000011,1,290,93,13,0,177,7
251370305000012,1,1048,402,87,1,558,0
251370305000013,1,520,169,63,20,265,3
251370305000014,1,838,346,107,20,365,0
251370305000015,1,973,286,52,10,625,0
251370305000016,1,755,226,21,2,506,0
251370305000017,1,1096,315,96,33,652,0
251370305000018,1,834,228,77,6,523,0
251370305000019,1,559,187,32,0,340,0
251370305000020,1,797,299,49,26,422,1
251370305000021,1,589,213,14,0,361,1
251370305000022,1,345,141,26,10,168,0
251370305000023,1,1180,530,30,25,593,2
251370305000024,1,729,335,56,0,338,0
251370305000025,1,773,243,44,10,476,0
251370305000026,1,771,285,44,35,407,0
251370305000027,1,840,268,30,2,540,0
251370305000028,1,936,178,105,0,652,1
251370305000029,1,1124,298,156,14,656,0
251370305000030,1,554,147,39,18,350,0
251370305000031,1,1097,349,218,35,495,0
251370305000032,1,240,101,19,7,113,0
251370305000033,1,1019,436,62,15,505,1
251370305000034,1,928,393,67,38,427,3
251370305000035,1,1022,368,38,24,587,5
251370305000036,1,513,193,29,10,281,0
251370305000037,1,799,260,17,2,520,0
251370305000038,1,808,260,60,12,476,0
251370305000039,1,971,280,23,16,611,0
251370305000040,1,602,196,73,6,327,0
251370305000041,1,399,135,26,6,232,0
251370305000042,1,858,257,187,2,412,0
251370305000043,1,916,326,88,17,484,1
251370305000044,1,987,340,15,11,617,4
251370305000045,1,1086,448,55,9,574,0
251370305000046,1,1200,428,50,31,691,0
251370305000047,1,971,331,65,1,569,5
251370305000048,1,878,244,45,22,567,0
251370305000049,1,762,169,64,20,509,0
251370305000050,1,1069,332,15,23,699,0
251370305000051,1,734,214,53,18,446,3
251370305000052,1,469,221,4,1,243,0
251370305000053,1,1139,413,181,57,481,7
251370305000054,1,734,288,10,1,435,0
251370305000055,1,534,226,27,8,273,0
251370305000056,1,982,348,33,0,601,0
251370305000057,1,1391,495,72,2,822,0
251370305000058,1,622,266,42,14,299,1
251370305000059,1,476,210,46,11,209,0
251370305000060,1,875,268,85,7,514,1
251370305000061,1,413,168,86,9,146,4
251370305000062,1,925,314,83,3,525,0
251370305000063,1,743,300,31,1,411,0
251370305000064,1,645,344,48,0,253,0
251370305000065,1,982,212,27,11,732,0
251370305000066,1,722,200,40,23,453,6
251370305000067,1,829,197,270,54,305,3
251370305000068,1,1147,339,121,21,663,3
251370305000069,1,685,272,87,8,318,0
251370305000070,1,644,195,66,38,345,0
251370305000071,1,693,177,42,9,463,2
251370305000072,1,1129,320,82,23,704,0
251370305000073,1,998,292,130,7,569,0
251370305000074,1,948,290,37,18,603,0
251370305000075,1,805,400,25,12,366,2
251370305000076,1,712,212,36,8,447,9
251370305000077,1,1175,399,91,10,675,0
251370305000078,1,644,265,52,0,327,0
251370305000079,1,1003,338,85,1,577,2
251370305000080,1,1107,285,48,5,769,0
251370305000081,1,819,241,60,11,507,0
251370305000082,1,990,346,30,14,600,0
251370305000083,1,564,174,39,7,343,1
251370305000084,1,1096,383,84,23,606,0
251370305000085,1,1142,281,271,1,588,1
251370305000086,1,16,5,5,1,5,0
251370305000087,1,1038,361,121,23,512,21
251370305000088,1,773,281,11,5,476,0
251370305000089,1,980,260,65,17,626,12
251370305000090,1,595,203,88,25,279,0
251370305000091,1,76,22,9,1,44,0
251370305000092,1,702,228,11,17,445,1
251370305000093,8,370,145,21,1,203,0
251370305000094,8,505,72,16,0,417,0
251370305000095,8,574,147,59,3,365,0
251370305000096,8,440,83,35,4,318,0
251370305000097,8,354,104,13,1,236,0
251370305000098,8,139,59,22,0,55,3
251370305000099,5,367,99,4,2,262,0
251370305000100,5,681,252,33,2,394,0
251370305000101,8,541,148,17,4,372,0
251370305000102,8,535,61,31,12,431,0
251370305000103,8,43,7,2,0,34,0
251370305000104,8,102,47,2,1,52,0
251370305000105,5,612,228,36,9,339,0
251370305000106,1,888,315,145,19,397,12
251370305000107,1,724,250,62,11,399,2
251370305000108,1,726,285,74,0,367,0
251370305000109,1,397,198,19,1,179,0
251370305000110,1,615,181,34,33,367,0
251370305000111,1,762,191,38,2,531,0
251370305000112,1,617,175,16,2,423,1
251370305000113,1,960,401,156,19,384,0
251370305000114,1,619,191,30,6,392,0
251370305000115,1,576,246,71,6,252,1
251370305000116,1,511,161,47,20,282,1
251370305000117,1,819,374,100,36,301,8
251370305000118,1,972,313,91,49,519,0
251370305000119,1,585,204,62,6,308,5
251370305000120,1,661,227,30,16,388,0
251370305000121,1,978,348,69,27,534,0
251370305000122,1,679,163,16,1,499,0
251370305000123,1,965,244,109,6,605,1
251370305000124,1,639,228,44,10,357,0
251370305000125,1,821,288,73,1,459,0
251370305000126,1,1456,345,574,15,516,6
251370305000127,1,599,190,51,24,334,0
251370305000128,1,720,244,150,11,313,2
251370305000129,1,1061,351,74,0,633,3
251370305000130,1,1010,288,32,2,688,0
251370305000131,1,1208,417,83,28,680,0
251370305000132,1,759,186,7,6,560,0
251370305000133,1,758,249,116,8,383,2
251370305000134,1,612,119,30,5,453,5
251370305000135,1,473,181,24,9,259,0
251370305000136,1,510,182,36,1,290,1
251370305000137,1,872,290,42,25,507,8
251370305000138,1,565,217,32,5,311,0
251370305000139,1,709,206,30,2,470,1
251370305000140,1,533,172,68,22,270,1
251370305000141,1,598,241,130,22,197,8
251370305000142,5,656,194,52,12,398,0
251370305000143,5,499,158,29,11,301,0
251370305000144,5,529,159,11,3,356,0
251370305000145,5,478,105,17,4,352,0
251370310000001,1,859,340,38,0,480,1
251370310000002,1,1205,222,450,9,524,0
251370310000003,8,288,66,24,7,191,0
251370310000004,5,362,56,8,0,298,0
251370310000005,5,470,40,23,5,402,0
251370310000006,8,86,20,21,1,44,0
251370310000007,8,206,45,7,1,153,0
251370310000008,8,365,83,8,0,273,1
251370310000009,8,337,126,15,4,192,0
251370310000010,5,554,175,10,7,362,0
251370310000011,5,662,122,5,2,533,0
251370310000012,5,702,236,26,35,405,0
251370310000013,5,661,204,5,5,447,0
251370310000014,8,634,115,37,7,475,0
251370310000015,5,629,128,60,2,439,0
251370310000016,5,596,188,7,1,396,4
251370310000017,5,584,158,27,6,391,2
251370310000018,5,666,174,47,6,439,0
251370310000019,5,785,128,53,9,595,0
251370310000020,5,581,145,44,1,391,0
251380205000001,1,816,468,42,9,297,0
251380205000002,8,496,210,0,2,284,0
251380205000003,8,522,78,17,0,427,0
251380205000004,8,404,104,20,3,277,0
251380205000005,8,192,49,1,0,142,0
251380205000006,8,152,65,4,3,80,0
251380205000007,8,253,88,4,20,141,0
251380205000008,8,354,207,6,4,137,0
251380205000009,1,1392,582,28,0,782,0
251385105000001,1,865,395,26,41,403,0
251385105000002,8,535,263,47,17,206,2
251385105000003,8,776,328,25,26,397,0
251385105000004,8,462,229,37,23,173,0
251390105000001,1,574,338,8,0,228,0
251390105000002,1,985,479,40,16,450,0
251390105000003,1,585,295,20,7,263,0
251390105000004,1,1350,639,44,29,638,0
251390105000005,1,1063,517,27,5,514,0
251390105000006,1,721,400,21,19,281,0
251390105000007,1,868,442,22,8,396,0
251390105000008,1,976,487,60,5,424,0
251390105000009,1,1315,605,43,2,664,1
251390105000010,1,1184,430,54,23,677,0
251390105000011,1,852,330,52,6,464,0
251390105000012,1,563,239,18,3,303,0
251390105000013,1,666,296,16,7,347,0
251390105000014,1,1616,625,40,4,946,1
251390105000015,1,525,302,13,10,200,0
251390105000016,1,1029,420,25,7,577,0
251390105000017,1,1230,490,65,6,669,0
251390105000018,1,648,283,14,13,336,2
251390105000019,8,750,266,26,7,451,0
251390105000020,8,843,326,24,1,492,0
251390105000021,8,359,136,19,3,201,0
251390105000022,8,630,283,12,6,329,0
251390105000023,8,111,53,10,0,48,0
251390105000024,8,1004,302,30,3,669,0
251390105000025,8,825,261,14,0,550,0
251390105000026,1,814,335,24,5,450,0
251390105000027,1,1205,561,26,3,615,0
251390105000028,1,851,180,19,13,639,0
251390105000029,1,1103,424,46,24,609,0
251390105000030,1,632,345,32,5,249,1
251390105000031,1,561,309,19,2,231,0
251390105000032,1,833,445,30,1,357,0
251390105000033,1,860,387,24,12,437,0
251390105000034,1,664,254,29,11,370,0
251390105000035,1,767,376,30,0,361,0
251390105000036,5,381,138,0,7,236,0
251390105000037,5,242,108,1,3,130,0
251390105000038,5,694,369,5,4,316,0
251392705000001,1,605,341,14,0,250,0
251392705000002,1,723,398,81,3,241,0
251392705000003,8,135,76,8,0,51,0
251392705000004,8,325,134,9,0,182,0
251392705000005,8,143,54,24,0,65,0
251392705000006,8,589,203,29,0,357,0
251392705000007,5,101,57,2,0,42,0
251392705000008,1,682,306,93,3,280,0
251392705000009,1,835,320,42,2,471,0
251394305000001,1,495,247,0,2,246,0
251394305000002,8,678,291,18,1,368,0
251394305000003,8,564,253,1,11,299,0
251394305000004,1,539,296,14,4,225,0
251394305000005,4,144,84,0,3,57,0
251396805000001,1,994,308,90,3,593,0
251396805000002,8,222,83,8,13,118,0
251396805000003,8,232,50,38,15,129,0
251396805000004,8,90,24,4,6,56,0
251396805000005,8,563,152,181,44,186,0
251396805000006,8,754,311,99,20,323,1
251398405000001,1,1363,640,218,65,440,0
251398405000002,8,443,200,9,0,234,0
251398405000003,8,595,273,45,10,267,0
251398405000004,8,468,184,37,11,236,0
251398405000005,5,495,278,4,7,206,0
251400805000001,1,437,183,5,0,249,0
251400805000002,1,652,288,3,3,358,0
251400805000003,1,670,369,19,1,281,0
251400805000004,8,411,189,13,6,203,0
251400805000005,8,517,210,11,4,292,0
251400805000006,8,572,331,9,3,229,0
251400805000007,8,107,53,8,1,45,0
251400805000008,1,588,110,7,6,465,0
251400805000009,5,390,50,15,4,319,2
251410705000001,1,825,267,8,0,550,0
251410705000002,8,258,104,5,0,149,0
251410705000003,8,358,149,33,4,166,6
251410705000004,8,490,174,237,6,71,2
251410705000005,1,454,15,1,1,437,0
251410710000001,1,250,86,17,2,145,0
251410710000002,8,267,93,8,1,165,0
251410710000003,8,503,167,9,0,327,0
251410710000004,8,96,0,0,0,96,0
251410710000005,8,497,94,124,14,265,0
251410710000006,5,398,129,7,14,248,0
251420605000001,1,920,417,22,15,464,2
251420605000002,1,861,298,28,15,520,0
251420605000003,8,1143,573,26,0,544,0
251420605000004,8,703,302,17,0,383,1
251420605000005,8,1033,273,92,7,661,0
251420605000006,8,287,142,6,1,138,0
251420605000007,8,1083,357,15,0,711,0
251420605000008,1,556,199,28,9,320,0
251420605000009,1,978,332,42,0,604,0
251430505000001,1,911,315,12,2,581,1
251430505000002,1,1001,448,70,0,483,0
251430505000003,8,787,206,5,2,574,0
251430505000004,8,419,121,27,0,271,0
251430505000005,8,1107,363,67,1,676,0
251430505000006,8,655,205,12,0,438,0
251430505000007,8,313,122,0,0,191,0
251430505000008,1,817,364,60,0,393,0
251440405000001,1,899,311,73,64,451,0
251440405000002,1,718,327,52,0,339,0
251440405000003,8,708,228,47,54,379,0
251440405000004,8,350,140,42,19,148,1
251440405000005,8,172,53,23,2,94,0
251440405000006,8,248,89,7,17,135,0
251440405000007,8,206,78,0,8,120,0
251440405000008,8,309,122,21,0,166,0
251440405000009,8,281,125,4,4,148,0
251440405000010,8,457,205,16,0,236,0
251440405000011,8,105,42,13,0,50,0
251440405000012,8,307,110,11,0,186,0
251445305000001,1,1128,455,108,29,536,0
251445305000002,1,1245,467,73,0,704,1
251445305000003,8,545,197,12,12,324,0
251445305000004,8,855,238,24,15,577,1
251445305000005,8,1071,288,35,7,741,0
251445305000006,8,664,261,95,4,304,0
251450305000001,1,706,401,32,0,273,0
251450305000002,1,1160,613,86,7,454,0
251450305000003,1,858,273,238,0,347,0
251450305000004,1,719,405,19,11,284,0
251450305000005,1,1013,445,2,5,561,0
251450305000006,1,578,262,26,0,290,0
251450305000007,8,422,186,26,4,206,0
251450305000008,8,113,43,0,0,70,0
251450305000009,8,259,75,4,0,180,0
251450305000010,8,336,140,2,1,193,0
251450305000011,8,523,288,27,11,197,0
251450305000012,8,480,275,30,0,175,0
251450305000013,8,349,147,77,4,121,0
251450305000014,8,583,207,12,0,364,0
251450305000015,8,676,264,11,10,391,0
251450305000016,8,324,170,12,7,135,0
251450305000017,8,579,283,11,1,284,0
251450305000018,8,775,446,85,39,205,0
251450305000019,8,551,181,28,0,342,0
251450305000020,8,391,204,33,7,147,0
251450305000021,8,200,114,6,0,80,0
251450305000022,8,413,185,23,1,204,0
251450305000023,1,1038,478,42,3,515,0
251450305000024,1,867,345,37,12,473,0
251450305000025,1,786,474,13,0,299,0
251450305000026,1,992,344,17,13,618,0
251450305000027,1,1143,316,36,3,788,0
251450305000028,1,679,374,17,0,288,0
